id,Compound,Number of layers,Space group,Struct. type,DJorRP,LSF t1,LSF t2,"Eg (calc.), eV","Optical Eg (exp.), eV",Spacer (interlayer) cation,Intralayer cation,M-X-M angles distribution,M-X bonds in octahedra,CIF,Reference,
335,[(CH3)2NH(CH2)3NH3]PbBr4,1,P21/c,100,else,0,0.33,2.72,None,"N,N'-dimethylpropane-1,3-diammonium",None,*.dia,*.dia,CIF,doi:,10.1021/jacs.7b01312
336,[(CH3)2NH(CH2)4NH3]PbBr4,1,Aba2,100,else,0.17,0.3,2.6,None,2-(dimethylamino)butylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/jacs.7b01312
337,[(HOOC)2C7H7N2]2SnI4,1,P1,100,else,0.29,0.33,2.2,None,"5,6-dicarboxybenzimidazolium",None,*.dia,*.dia,CIF,doi:,10.1021/acs.cgd.6b00790
338,[(CH3)2NHC6H4NH3]PbI4,1,P21/c(21/n),100,else,0.19,0.21,2.17,2.29,"N,N-Dimethylbenzene-1,4-diammonium",None,*.dia,*.dia,CIF,doi:,10.1021/acs.inorgchem.7b02285
339,[FC6H5(CH)2C6H5(CH2)2NH3]2[CH3NH3]Sn2I7,2,C2/m,100,else,0.05,0.5,1.9,None,2-(4-(3-fluoro)stilbenyl)ethanammonium,None,*.dia,*.dia,CIF,doi:,10.1002/adfm.201904810
340,[FC6H5(CH)2C6H5(CH2)2NH3]2[CH3NH3]Sn2I7,1,P-1,100,else,0,0.5,1.94,1.7,2-(4-(3-fluoro)stilbenyl)ethanammonium,Methylammonium,*.dia,*.dia,CIF,doi:,10.1002/adfm.201904810
341,[C6H5(CH2)2NH3]SnI4,1,C2/m,100,else,0.17,0.5,1.94,2.06,Phenylethylammonium,None,*.dia,*.dia,CIF,doi:,10.1002/adfm.201904810
342,[FC6H5(CH)2C6H5(CH2)2NH3]2SnI4,1,P-1,100,else,0.04,0.5,2.01,1.98,2-(4-(3-fluoro)stilbenyl)ethanammonium,None,*.dia,*.dia,CIF,doi:,10.1002/adfm.201904810
343,[FC6H5(CH)2C6H5(CH2)2NH3]2SnI4,1,C2/m,100,else,0.09,0.5,2.01,None,2-(4-(3-fluoro)stilbenyl)ethanammonium,None,*.dia,*.dia,CIF,doi:,10.1002/adfm.201904810
344,CsPbI2Cl2,1,I4/mmm,100,else,0.15,0.46,2.51,2.96,Caesium,None,*.dia,*.dia,CIF,doi:,10.1021/jacs.8b06046
345,[NH3(CH2)8NH3]PbBr4,1,P21/c,100,else,0.41,0.43,2.66,3.12,"1,8-octanediammonium",None,*.dia,*.dia,CIF,doi:,10.1039/c7sc01590a
346,[NH3(CH2)4NH3]PbBr4,1,P-1,100,else,0.19,0.29,2.77,3.17,"1,4-butanediammonium",None,*.dia,*.dia,CIF,doi:,10.1039/c7sc01590a
347,[COOH(CH2)3NH3]2PbBr4,1,P21/c,100,else,0.03,0.08,2.84,3.21,3-carboxypropan-1-ammonium (γ-ammoniobutyric acid),None,*.dia,*.dia,CIF,doi:,10.1039/c7sc01590a
348,[C3H4N2(CH2)2NH3]PbBr4,1,P21/c,100,else,0.03,0.38,2.66,3.04,Histammonium,None,*.dia,*.dia,CIF,doi:,10.1039/c7sc01590a
349,[NH3C6H4(CH2)2NH3]PbBr4,1,P21/c,100,else,0.03,0.33,2.83,3.24,3-(2-aminoethyl)anilinium,None,*.dia,*.dia,CIF,doi:,10.1039/c7sc01590a
350,[HO(CH2)2NH3]2PbBr4,1,Pbca,100,else,0.16,0.17,2.82,2.97,2-hydroxyethylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/ic048814u
351,[C3H4N2(CH2)2NH3]PbBr4,1,P21/c,100,else,0.03,0.38,2.69,None,Histammonium,None,*.dia,*.dia,CIF,doi:,10.1039/c7sc01590a
352,[NH3CH2CH(CH3)(CH2)3NH3]PbBr4,1,C2/c,100,else,0.23,0.25,2.69,None,None,None,*.dia,*.dia,CIF,doi:,10.1039/c7sc01590a
353,[C3H3N2(CH2)3NH3]PbCl4,None,P21/c,110,else,0.19,0.33,3.38,3.49,N-(3-aminopropyl)imidazole,None,*.dia,*.dia,CIF,doi:,10.1039/C7TC04868H
354,[CH3NH3]CdCl4,1,P21/c,100,RP,0.49,0.5,3.33,5.29,Methylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/acs.inorgchem.7b01986
355,(F2CHCH2NH3)2CdBr4,1,Pbca,100,RP,0.49,0.5,2.8,2.84,"2,2-difluoroethylammonium",None,*.dia,*.dia,CIF,doi:,10.1021/acs.jpclett.9b03213
356,[C6H5(CH2)2NH3]2SnBr4,1,P-1,100,else,0.18,0.46,2.68,2.5,Phenylethylammonium,None,*.dia,*.dia,CIF,doi:,10.1246/cl.140536
357,[C6H9(CH2)2NH3]2SnBr4,1,P-1,100,else,0.07,0.44,2.65,2.71,2-(1-cyclohexenyl)ethylammonium,None,*.dia,*.dia,CIF,doi:,10.1246/cl.140536
358,[C6H9(CH2)2NH3]2PbBr4,1,P-1,100,else,0.06,0.46,2.76,2.98,2-(1-cyclohexenyl)ethylammonium,None,*.dia,*.dia,CIF,doi:,10.1246/cl.140536
359,[C6H5(CH2)2NH3]2PbI4,1,P-1,100,else,0.2,0.5,2.07,None,Phenylethylammonium,None,*.dia,*.dia,CIF,doi:,10.1007/s12274-016-1401-6
360,[C6H5(CH2)2NH3]2PbBr4,1,P-1,100,else,0.15,0.46,2.75,None,Phenylethylammonium,None,*.dia,*.dia,CIF,doi:,10.1007/s12274-016-1401-6
361,[NH3(CH2)2NH3]PbI4*DMSO,None,P21/c,110,else,0.01,0.04,2.76,3.18,"1,2-ethanediammonium",None,*.dia,*.dia,CIF,doi:,10.1021/acs.inorgchem.8b02042
362,[HOOC(CH2)2NH3]2CuBr4,1,C2/c(I2/c),100,else,0.07,0.07,None,None,尾-alaninium,None,*.dia,*.dia,CIF,doi:,10.1021/ic00164a006
363,[小H3NH3]2FeCl4,1,Pccn,100,RP,0.5,0.5,None,None,Methylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/ic402535u
364,[小H3NH3]2FeCl4,1,I4/mmm,100,RP,0.5,0.5,None,None,Methylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/ic402535u
365,[NH3(CH2)2O(CH2)2O(CH2)2NH3]CuCl4,1,Pccn,100,RP,0.5,0.5,None,None,"2,2'-(ethylenedioxy)bis-(ethylammonium)",None,*.dia,*.dia,CIF,doi:,10.1021/ja512396m
366,[NH3(CH2)2O(CH2)2O(CH2)2NH3]CuCl4,1,Pccn,100,RP,0.5,0.5,None,None,"2,2'-(ethylenedioxy)bis-(ethylammonium)",None,*.dia,*.dia,CIF,doi:,10.1021/ja512396m
367,[NH3(CH2)2(CH3)(CH2)3NH3]PbCl4,1,Cc,100,else,0.3,0.31,3.41,3.87,None,None,*.dia,*.dia,CIF,doi:,10.1039/C8TC03167C
368,[F(CH2)2NH3]2PbBr4,1,Pnma,100,else,0.15,0.43,2.65,2.72,2-fluoroethylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/acs.jpclett.9b02172
369,[F2CHCH2NH3]2PbBr4,1,Pbca,100,RP,0.49,0.5,2.79,3.04,"2,2-difluoroethylammonium",None,*.dia,*.dia,CIF,doi:,10.1021/acs.jpclett.9b02172
370,[F3CCH2NH3]2PbBr4,1,Pnma,100,else,0.45,0.47,2.88,2.98,"2,2,2-trifluoroethylammonium",None,*.dia,*.dia,CIF,doi:,10.1021/acs.jpclett.9b02172
371,[NH2C4H7NH3]PbI4,None,Pna21,110,else,0.21,0.5,2.21,2.26,3-aminopyrrolidinium,None,*.dia,*.dia,CIF,doi:,10.1021/acs.chemmater.9b01511
372,[NH2C4H7NH3]PbBr4,None,P21/c,110,else,0.22,0.49,2.81,None,3-aminopyrrolidinium,None,*.dia,*.dia,CIF,doi:,10.1021/acs.chemmater.9b01511
373,[NH2C4H7NH3]PbBr4,None,P21/c,110,else,0.31,0.43,2.79,2.95,3-aminopyrrolidinium,None,*.dia,*.dia,CIF,doi:,10.1021/acs.chemmater.9b01511
374,[NH2C4H7NH3]PbCl4,None,P21/c,110,else,0.34,0.45,3.36,3.45,3-aminopyrrolidinium,None,*.dia,*.dia,CIF,doi:,10.1021/acs.chemmater.9b01511
375,[CH3CH2NHC4H8NH2]PbBr4,None,Pc,110,DJ,0,0,2.71,3.12,1-ethylpiperazine,None,*.dia,*.dia,CIF,doi:,10.1021/jacs.8b08691
376,[NH2C5H9CH2NH3]PbBr4,1,Pca21,100,else,0,0.04,2.63,2.93,4-(aminomethyl)piperidinium,None,*.dia,*.dia,CIF,doi:,10.1021/jacs.8b08691
377,[CH3NHC4H8NH2]2Pb3Br10,3,C2/c,None,DJ,0,0,2.5,2.97,1-methylpiperazine,None,*.dia,*.dia,CIF,doi:,10.1021/jacs.8b08691
378,[CH3(CH2)2NH3]CdCl4,1,Cmca,100,RP,0.48,0.5,3.07,None,Propylammonium,None,*.dia,*.dia,CIF,doi:,10.1107/S0567740878006007
379,[CH3(CH2)2NH3]CdCl4,1,Pbca,100,RP,0.48,0.5,3.34,None,Propylammonium,None,*.dia,*.dia,CIF,doi:,10.1107/S0567740878006007
380,[CH3(CH2)2NH3]CuCl4,1,Pbca,100,RP,0.49,0.5,None,None,Propylammonium,None,*.dia,*.dia,CIF,doi:,10.1107/S0108768189010293
381,[CH3CH2NH3]MnCl4,1,Pbca,100,RP,0.49,0.5,None,None,Ethylammonium,None,*.dia,*.dia,CIF,doi:,10.1107/S0567740877011911
382,[CH3(CH2)2NH3]PdCl4,1,P21/c,100,else,0.41,0.45,None,None,Propylammonium,None,*.dia,*.dia,CIF,doi:,10.1107/S0567740877006761
383,[CH3(CH2)2NH3]CuCl4,1,Pbca(Pcab),100,RP,0.48,0.5,None,None,Propylammonium,None,*.dia,*.dia,CIF,doi:,10.1016/0031-8914(70)90240-5
384,[CH3(CH2)11NH3]CdCl4,1,P-1,100,else,0.01,0.27,3.04,None,n-dodecylammonium,None,*.dia,*.dia,CIF,doi:,10.1080/01411594.2012.752826
385,[CH3NH3]2MnCl4,1,Cmca(Abma),100,RP,0.5,0.5,None,None,Methylammonium,None,*.dia,*.dia,CIF,doi:,10.1002/pssa.2210310214
386,[CH3NH3]2CuCl4,1,P21/c(P21/a),100,RP,0.48,0.49,None,None,Methylammonium,None,*.dia,*.dia,CIF,doi:,10.1107/S0108270187095568
387,[CH3NH3]2CuCl4,1,P21/c(P21/a),100,else,0.43,0.45,None,None,Methylammonium,None,*.dia,*.dia,CIF,doi:,10.1107/S0108270187095568
388,[NH3C5H4NH]CuCl4,1,P21/c,100,DJ,0,0,None,None,3-aminopyridinium,None,*.dia,*.dia,CIF,doi:,10.1021/ja00234a010
389,[NH3C5H4NH]CuBr4,1,P21/c,100,DJ,0,0,None,None,3-aminopyridinium,None,*.dia,*.dia,CIF,doi:,10.1021/ja00234a010
390,[NH4]2CuCl4,1,Cmca,100,RP,0.5,0.5,None,None,Ammonium,None,*.dia,*.dia,CIF,doi:,10.1063/1.1726253
391,[NH3(CH2)3NH3]CuCl4,1,Pnma,100,DJ,0,0,None,None,"1,3-propyldiammonium",None,*.dia,*.dia,CIF,doi:,10.1021/ic50166a042
392,[NH3(CH2)4NH3]PbCl4,1,P21/c,100,else,0.07,0.27,2.64,None,"1,4-butyldiamine",None,*.dia,*.dia,CIF,doi:,10.1002/pssa.2211430202
393,[NH3(CH2)4NH3]CdCl4,1,P21/c(P21/a),100,else,0.25,0.25,2.6,None,"1,4-butyldiamine",None,*.dia,*.dia,CIF,doi:,10.1016/0022-3697(94)90210-0
394,[NH3(CH2)4NH3]CdCl4,1,Pmna,100,DJ,0,0,2.63,None,"1,4-butyldiamine",None,*.dia,*.dia,CIF,doi:,10.1016/0022-3697(94)90210-0
395,[NH3(CH2)4NH3]CdCl4,1,P21/c(P21/a),100,else,0.03,0.03,2.59,None,"1,4-butyldiamine",None,*.dia,*.dia,CIF,doi:,10.1016/0022-3697(94)90210-0
396,[ClC6H4NH3]2CuBr4,1,Pbca,100,RP,0.48,0.5,None,None,4-Chloroanilinium,None,*.dia,*.dia,CIF,doi:,10.1021/ic970793z
397,[NH3(CH2)2NH3]CuBr4,1,P21/c(P21/a),100,else,0.04,0.04,None,None,"1,2-ethanediammonium",None,*.dia,*.dia,CIF,doi:,10.1107/S0108270188009060
398,[NH3(CH2)3NH3]CuBr4,1,P21/c(P21/n),100,else,0.13,0.14,None,None,"1,3-propyldiammonium",None,*.dia,*.dia,CIF,doi:,10.1107/S0108270188009060
399,[C6H5(CH2)2NH3]2CuCl4,1,Pbca(Pcab),100,RP,0.5,0.5,None,None,Phenylethylammonium,None,*.dia,*.dia,CIF,doi:,10.1107/S0108270189007535
400,[C6H5(CH2)3NH3]2CuBr4,1,Pbca(Pcab),100,RP,0.49,0.5,None,None,Phenylethylammonium,None,*.dia,*.dia,CIF,doi:,10.1107/S0108270189007535
401,[NH3(CH2)4NH3]CuCl4,1,P21/c(P21/a),100,else,0.28,0.28,None,None,"1,4-butyldiamine",None,*.dia,*.dia,CIF,doi:,10.1107/S0108270189012680
402,[NH3(CH2)4NH3]CuBr4,1,P21/c(P21/a),100,else,0.26,0.27,None,None,"1,4-butyldiamine",None,*.dia,*.dia,CIF,doi:,10.1107/S0108270189012680
403,[NH3(CH2)5NH3]CuCl4,1,P21/c(P21/n),100,else,0.29,0.32,None,None,"1,5-pentyldiammonium",None,*.dia,*.dia,CIF,doi:,10.1107/S0108270189012680
404,[NH3(CH2)5NH3]CuBr4,1,P21/c(P21/n),100,else,0.27,0.29,None,None,"1,5-pentyldiammonium",None,*.dia,*.dia,CIF,doi:,10.1107/S0108270189012680
405,[CH3(CH2)3NH3]CdCl4,1,Cmca(Abma),100,RP,0.49,0.5,2.62,None,Butylammonium,None,*.dia,*.dia,CIF,doi:,10.1107/S010827019101452X
406,[CH3(CH2)2NH3]CdCl4,1,Cmca(Abma),100,DJ,0,0,2.59,None,Propylammonium,None,*.dia,*.dia,CIF,doi:,10.1107/S0108768188004185
407,[C6H5(CH2)2NH3]2PbI4,1,P-1,100,else,0.19,0.5,2.09,2.36,Phenylethylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/acs.jpclett.9b00247
408,[C6H5(CH2)2NH3]2PbI4,1,P-1,100,else,0.14,0.5,2.05,2.4,Phenylethylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/acs.jpclett.9b00247
409,[CH3C6H4(CH2)2NH3]2PbI4,1,P-1,100,else,0.42,0.5,2.12,2.38,p-methylphenylethylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/acs.jpclett.9b00247
410,[CH3C6H4(CH2)2NH3]2PbI4,1,P-1,100,else,0.39,0.5,2.09,2.4,p-methylphenylethylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/acs.jpclett.9b00247
411,[BrC6H4(CH2)2NH3]2PbI4,1,C2/c,100,else,0.43,0.44,2.31,2.38,p-bromophenylethylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/acs.jpclett.9b00247
412,[ClC6H4(CH2)2NH3]2PbI4,1,C2/c,100,else,0.39,0.4,2.31,2.38,p-chlorophenylethylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/acs.jpclett.9b00247
413,[C5H4NH(CH2)2NH3]PbI4,1,P21/c,100,else,0.2,0.36,2.13,2.28,2-(1-Pyridyl)ethylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/acs.chemmater.8b04064
414,[C3H4N2(CH2)2NH3]PbI4,None,P21/c,corru-gated3x3,else,0,0.22,2.13,2.38,imidazolium ethylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/acs.chemmater.8b04064
415,[C5H11NCH2NH3][CH3NH3]Pb2Br7,2,Pc,100,DJ,0,0,2.51,None,3-(aminomethyl)piperidinium,Methylammonium,*.dia,*.dia,CIF,doi:,10.1021/jacs.0c01625
416,[C5H11NCH2NH3][CH3NH3]Pb2Br7,2,Cc,100,DJ,0,0,2.54,None,4-(aminomethyl)piperidinium,Methylammonium,*.dia,*.dia,CIF,doi:,10.1021/jacs.0c01625
417,[C5H11NCH2NH3][CH(NH2)2]Pb2Br7,2,Cm,100,DJ,0,0,2.46,2.55,3-(aminomethyl)piperidinium,Formamidinium,*.dia,*.dia,CIF,doi:,10.1021/jacs.0c01625
418,[C5H11NCH2NH3][CH(NH2)2]Pb2Br7,2,Pc,100,DJ,0,0,2.53,2.64,4-(aminomethyl)piperidinium,Formamidinium,*.dia,*.dia,CIF,doi:,10.1021/jacs.0c01625
419,[NH3C6H4NH3]CuCl4,1,P21/c,100,else,0.08,0.08,None,None,"1,4-phenylenediammonium",None,*.dia,*.dia,CIF,doi:,10.1039/B406671E
420,[(C6H5)C6H4NH3]2CuCl4,1,Pbca,100,else,0.46,0.5,None,None,p-biphenylammonium,None,*.dia,*.dia,CIF,doi:,10.1039/B406671E
421,[NH3(C6H4)2NH3]CuCl4,1,P21/c,100,else,0.25,0.26,None,None,"1,1'-biphenyl-4,4'-diammonium",None,*.dia,*.dia,CIF,doi:,10.1039/B406671E
422,[CH3(CH2)3NH3]2CsPb2Br7,2,Cmc21,100,RP,0.49,0.49,2.63,2.7,Butylammonium,Cs,*.dia,*.dia,CIF,doi:,10.1002/anie.201803716
423,[CH3(CH2)3NH3]2CsPb2Br7,2,Cmc21,100,RP,0.5,0.5,2.56,None,Butylammonium,Cs,*.dia,*.dia,CIF,doi:,10.1002/anie.201803716
424,[CH3(CH2)3NH3]2CsPb2Br7,2,Cmca,100,RP,0.49,0.5,2.42,None,Butylammonium,Cs,*.dia,*.dia,CIF,doi:,10.1002/anie.201803716
425,[CH3(CH2)3NH3]2[CH(NH2)2]Pb2Br7,2,Cmc21,100,RP,0.49,0.5,2.63,2.27,Butylammonium,Formamidinium,*.dia,*.dia,CIF,doi:,10.1021/jacs.8b04014
426,[CH3(CH2)3NH3]2[CH(NH2)2]Pb2Br7,2,Cmcm,100,RP,0.5,0.5,2.52,None,Butylammonium,Formamidinium,*.dia,*.dia,CIF,doi:,10.1021/jacs.8b04014
427,[CH3(CH2)3NH3]2[CH3NH3]2Pb3Br10,3,Cmc21,100,else,0.47,0.49,2.5,2.4,Butylammonium,Methylammonium,*.dia,*.dia,CIF,doi:,10.1002/anie.201705836
428,[CH3(CH2)3NH3]2[CH3NH3]2Pb3Br10,3,Cmca,100,RP,0.5,0.5,2.34,None,Butylammonium,Methylammonium,*.dia,*.dia,CIF,doi:,10.1002/anie.201705836
429,[CH3(CH2)3NH3]2(CH3NH3)Pb2Br7,2,Cmc21,100,RP,0.48,0.49,2.7,None,Butylammonium,Methylammonium,*.dia,*.dia,CIF,doi:,10.1021/jacs.8b12948
430,[CH3(CH2)3NH3]2(CH3NH3)Pb2Br7,2,Cmca,100,RP,0.5,0.5,2.46,2.55,Butylammonium,Methylammonium,*.dia,*.dia,CIF,doi:,10.1021/jacs.8b12948
431,[CH3(CH2)4NH3]2[CH(NH2)2]Pb2I7,2,Pnma,100,else,0.31,0.31,2.01,1.9,Pentylammonium,Formamidinium,*.dia,*.dia,CIF,doi:,10.1002/smll.201901194
432,[CH2CHCH2NH3]2[CH3CH2NH3]2Pb3Br10,3,Cmc21,100,else,0.44,0.48,2.53,2.71,Allylammonium,Ethylammonium,*.dia,*.dia,CIF,doi:,10.1002/anie.201915094
433,[CH2CHCH2NH3]2[CH3CH2NH3]2Pb3Br10,3,Fmmm,100,RP,0.5,0.5,2.5,None,Allylammonium,Ethylammonium,*.dia,*.dia,CIF,doi:,10.1002/anie.201915094
434,[CH2CHCH2NH3]2[CH3CH2NH3]2Pb3Br10,3,I4/mmm,100,RP,0.5,0.5,2.56,None,Allylammonium,Ethylammonium,*.dia,*.dia,CIF,doi:,10.1002/anie.201915094
435,[F2C6H9NH3]2PbI4,1,Cmc21,100,else,0.44,0.46,2.38,2.38,"4,4鈥恉ifluorocyclohexylammonium",None,*.dia,*.dia,CIF,doi:,10.1002/adma.201901843
436,[F2C6H9NH3]2PbI4,1,Pbca,100,else,0.45,0.5,2.29,None,"4,4鈥恉ifluorocyclohexylammonium",None,*.dia,*.dia,CIF,doi:,10.1002/adma.201901843
437,[CH3CH2NH3]2[CH3NH3]2Pb3Br10,3,Cmc21,100,else,0.47,0.48,2.45,2.7,Ethylammonium,Methylammonium,*.dia,*.dia,CIF,doi:,10.1002/anie.201907660
438,[CH3CH2NH3]2[CH3NH3]2Pb3Br10,3,I4/mmm,100,RP,0.5,0.5,2.43,None,Ethylammonium,Methylammonium,*.dia,*.dia,CIF,doi:,10.1002/anie.201907660
439,(HOOC(CH2)3NH3)PbI4,1,Pbca,100,RP,0.48,0.5,2.16,None,ammonium 4-butyric acid,None,*.dia,*.dia,CIF,doi:,10.1039/B504342E
440,(HOOC(CH2)3NH3)2(CH3NH3)Pb2I7,2,Aba2(C2cb),100,RP,0.48,0.49,2.04,None,ammonium 4-butyric acid,Methylammonium,*.dia,*.dia,CIF,doi:,10.1039/B504342E
441,[C16H9(CH2)2NH3]2PbI4,1,P21/c,100,else,0.13,0.13,2.36,2.53,pyrene-butylammonium,None,*.dia,*.dia,CIF,doi:,10.1039/C8CC09955C
442,[CH3(CH2)3NH3]2PbBr4,1,Pbca,100,RP,0.49,0.5,2.84,None,Butylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/acs.jpcc.9b01550
443,[CH3(CH2)3NH3]2[CH3NH3]2Pb3I10,3,Aba2(C2cb),100,RP,0.49,0.49,1.93,1.86,Butylammonium,Methylammonium,*.dia,*.dia,CIF,doi:,10.1021/acs.chemmater.6b00847
444,[CH3(CH2)3NH3]2[CH3NH3]3Pb4I13,4,Ama2(Cc2m),100,RP,0.5,0.5,None,1.96,Butylammonium,Methylammonium,*.dia,*.dia,CIF,doi:,10.1021/acs.chemmater.6b00847
445,[NH3(CH2)2SS(CH2)2NH3]PbBr4,1,P21,100,else,0.01,0.35,2.47,None,"2,2'-dithiobisethanammonium",None,*.dia,*.dia,CIF,doi:,10.1039/b617225c
446,[NH2(C2H4)2NH2]PbBr4,1,P21,100,else,0.08,0.28,2.47,None,Piperazinium,None,*.dia,*.dia,CIF,doi:,10.1021/ic000319k
447,[C6H11NH3]PbBr4,1,Cmc21,100,else,0.46,0.47,2.57,None,Cyclohexylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/acs.jpcc.5b06211
448,[C6H11NH3]PbBr4,1,Cmc21,100,else,0.46,0.47,2.48,None,Cyclohexylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/acs.jpcc.5b06211
449,[C6H5NH3]2PbCl4,1,P-1,100,else,0.18,0.45,3.37,3.59,Phenylethylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/acs.chemmater.7b00073
450,Rb3Bi2I9,None,P21/c(P21/n),111,None,None,None,2.31,2.1,Rubidium,None,*.dia,*.dia,CIF,doi:,10.1021/acs.chemmater.5b03147
451,Rb3Bi2I9,None,Pc,111,None,None,None,2.3,None,Rubidium,None,*.dia,*.dia,CIF,doi:,10.1016/S0925-8388(99)00481-8
452,Tl3Bi3I9,None,P21/c(P21/n),111,None,None,None,None,None,Thallium,None,*.dia,*.dia,CIF,doi:,10.1002/zaac.200400484
453,[CH3(CH2)2NH3]2PbCl4,1,Pnma,100,else,0.29,0.29,3.09,None,Propylammonium,None,*.dia,*.dia,CIF,doi:,10.1107/S0108270188003634
454,[C(NH2)3]2SnI4,1,P21/c(P21/n),110,DJ,0,0,2,None,Guanidinium,None,*.dia,*.dia,CIF,doi:,10.1103/PhysRevB.61.1026
455,[I(CH2)6NH3]2PbI4,1,Pbca,100,RP,0.49,0.5,2.19,2.29,6-iodohexylammonium,None,*.dia,*.dia,CIF,doi:,10.1039/C6SC02848A
456,[C6H9(CH2)2NH3]2PbI4,1,P-1,100,else,0.09,0.46,2.25,None,2-(1-cyclohexenyl)ethylammonium,None,*.dia,*.dia,CIF,doi:,10.1107/S0108270106013953
457,[C6H5CH(CH3)NH3]2PbI4,1,P21/c(P21/a),100,else,0.27,0.29,2.3,None,1-phenylethylammonium,None,*.dia,*.dia,CIF,doi:,10.1107/S1600536802019025
458,[C6H5(CH3)3NH3]4Pb3I10,None,Pbca,None,else,0.07,0.08,2.32,None,Phenylpropylammonium,None,*.dia,*.dia,CIF,doi:,10.1107/S0108270106009127
459,[CH3(CH2)2NH3]8Pb5I18,None,P2/c,None,DJ,0,0,2.11,None,Propylammonium,None,*.dia,*.dia,CIF,doi:,10.1107/S0108270106014417
460,[NH3CH2CH(OH)CH2NH3]CdCl4,1,Pnma,100,DJ,0,0,3.38,4.4,"1,3-Diamino-2-propanol deprotonated",None,*.dia,*.dia,CIF,doi:,10.1002/ejic.201900493
461,[NH3CH2CH(OH)CH2NH3]CdCl4,1,P4/mmm,100,DJ,0,0,3.29,None,"1,3-Diamino-2-propanol deprotonated",None,*.dia,*.dia,CIF,doi:,10.1002/ejic.201900493
462,[(C6H5(CH2)2NH3)2(CH3NH3)]Pb2I7,2,P-1,100,else,0.14,0.5,1.96,None,Phenylethylammonium,Methylammonium,*.dia,*.dia,CIF,doi:,10.1021/ja00006a076
463,[ClC6H4CH2(CH3)NH3]2PbI4,1,P1,100,else,0.15,0.36,2.38,2.34,R-1-(4-chlorophenyl)ethylammonium,None,*.dia,*.dia,CIF,doi:,10.1002/adma.201808088
464,[ClC6H4CH2(CH3)NH3]2PbI4,1,P-1,100,else,0.15,0.37,2.39,2.34,S-1-(4-chlorophenyl)ethylammonium,None,*.dia,*.dia,CIF,doi:,10.1002/adma.201808088
465,[ClC6H4CH2(CH3)NH3]2PbI4,1,P21/c,100,else,0.21,0.22,2.31,2.36,rac-1-(4-chlorophenyl)ethylammonium,None,*.dia,*.dia,CIF,doi:,10.1002/adma.201808088
466,[NH3(CH2)2(CH3)(CH2)3NH3]PbBr4,1,Cc,100,else,0.24,0.27,2.84,3.05,3-aminopyridinium,None,*.dia,*.dia,CIF,doi:,10.1039/C8CC01663A
467,[(C5H11NCH2NH3)[CH(NH2)2]0.5(CH3NH3)0.5]Pb2Br7,2,Pc,100,DJ,0,0,2.47,2.73,4-(aminomethyl)piperidinium,Methylammonium,*.dia,*.dia,CIF,doi:,10.1021/jacs.0c01625
468,[(C5H11NCH2NH3)[CH(NH2)2]0.5(CH3NH3)0.5]Pb2Br7,2,Pc,100,DJ,0,0,2.5,2.81,4-(aminomethyl)piperidinium,Methylammonium,*.dia,*.dia,CIF,doi:,10.1021/jacs.0c01625
469,[(C5H11NCH2NH3)[CH(NH2)2]0.5(CH3NH3)0.5]Pb2Br7,2,C2,100,DJ,0,0,2.36,2.66,3-(aminomethyl)piperidinium,Methylammonium,*.dia,*.dia,CIF,doi:,10.1021/jacs.0c01625
470,[(C5H11NCH2NH3)[CH(NH2)2]Pb2Br7,2,Pc,100,DJ,0,0,2.51,2.73,4-(aminomethyl)piperidinium,Formamidinium,*.dia,*.dia,CIF,doi:,10.1021/jacs.0c01625
471,[(C5H11NCH2NH3)(CH3NH3)]Pb2Br7,2,Cc,100,DJ,0,0,2.5,2.73,4-(aminomethyl)piperidinium,Methylammonium,*.dia,*.dia,CIF,doi:,10.1021/jacs.0c01625
472,[C6H5(CH2)2NH3]2PbI4,1,Cc,100,else,0.2,0.5,2.27,2.34,Phenylethylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/acs.chemmater.8b04064
473,[C5H4NH(CH2)2NH3]PbI4,1,P21/c(P21/n),100,else,0.24,0.25,2.14,2.28,2-(1-Pyridyl)ethylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/acs.chemmater.8b04064
474,[C3H4N2(CH2)2NH3]PbI4,1,P21/c(P21/n),100,else,0.11,0.43,2.09,2.38,imidazolium ethylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/acs.chemmater.8b04064
